Entity_Orth	Entity_Label	Parts_of_Speech
Climbs-Children	PERSON	NNP,HYPH,NNP
Laser-w	PERSON	NNP,HYPH,NNP
2	CARDINAL	CD
5	CARDINAL	CD
Indians	NORP	NNPS
Indians	NORP	NNPS
Apache	ORG	NNP
San Juan	GPE	NNP,NNP
Holstein	PERSON	NNP
Holstein	PERSON	NNP
Durhams	PERSON	NNP
The Holstein Bullecalf	ORG	DT,NNP,NNP
last year	DATE	JJ,NN
Indian School	ORG	JJ,NNP
Last year	DATE	JJ,NN
the year just ending, while	DATE	DT,NN,RB,VBG,,,IN
the Blanket Industry	ORG	DT,NNP,NNP
1925	DATE	CD
four	CARDINAL	CD
a few years ago	DATE	DT,JJ,NNS,RB
two	CARDINAL	CD
One	CARDINAL	CD
three	CARDINAL	CD
Farmer	ORG	NNP
the year	DATE	SP,DT,NN
two	CARDINAL	CD
one	CARDINAL	CD
3	CARDINAL	CD
7	CARDINAL	CD
Indians	NORP	NNPS
9	CARDINAL	LS
10	CARDINAL	CD
9	CARDINAL	CD
Indians	NORP	NNPS
number--	CARDINAL	CD
11	CARDINAL	CD
fiscal year	DATE	JJ,NN
18	MONEY	CD,SP
Females I. Total	PERSON	NNS,NNP,NNP
fiscal year	DATE	JJ,NN
59	CARDINAL	CD
1 2	CARDINAL	CD,CD
5	MONEY	CD
Tix'rs'EJfi'rgfij'fijv	CARDINAL	NNP
"V'yjA'fin)!fiwfigflafigfi'ifi3:1.""31p}{5135Tflfifiw'fl'fflgflgfimfiwgT)fiay'zgpjfi'p;n:nv"	LOC	NNP
San Juan Agency	ORG	NNP,NNP,NNP
75%	PERCENT	CD,NN
Navajo	NORP	JJ
Wool	PERSON	NNP
Navajo	NORP	NNP
Navajos	NORP	NNPS
50¢	CARDINAL	CD
Navajo	NORP	NNP
25¢.	CARDINAL	CD
four	CARDINAL	CD
Bob Bekiss	PERSON	SP,NNP,NNP
eight	QUANTITY	CD
1924	DATE	CD
The Bureau of Animal Industry	ORG	DT,NNP,IN,NNP,NNP
Indians	NORP	NNPS
one	CARDINAL	CD
	CARDINAL	SP
a few years ago	DATE	DT,JJ,NNS,IN
Indians	NORP	NNPS
San Juan	GPE	NNP,NNP
Indian School	ORG	JJ,NNP
San Juan Reservation	GPE	NNP,NNP,NNP
3	CARDINAL	LS
5	CARDINAL	CD
Noncontract boarding-—	PERSON	NNP,NNP
Nonreservation	GPE	NNP
fiscal year	DATE	JJ,NN
Anderson	PERSON	NNP
Lois Navajo	PERSON	NNP,NNP
San Juan	GPE	NNP,NNP
"Nora "" '"" "" ""
Duncan"	PERSON	NNP,``,'','','','',SP,NNP
Deneteue	PERSON	NNP
Amadore	PERSON	NNP
Jackson	PERSON	NNP
"Mary Louise """	PERSON	NNP,NNP,''
Janis	PERSON	NNP
Jane	PERSON	NNP
Miller	WORK_OF_ART	SP,NNP
Sannah	PERSON	NNP
Cahe	PERSON	NNP
Sebah	PERSON	NNP
"Helen "" "" """	PERSON	NNP,``,'',''
Tawk	PERSON	NNP
Dorothy	PERSON	NNP
Tilcheew Emma	WORK_OF_ART	SP,NNP,NNP
Usohin	GPE	NNP
Opal	GPE	NNP
Uschin	GPE	NNP
"Bessie "" "" ""
Woods"	PERSON	NNP,``,'','',SP,NNP
Irene	PERSON	NNP
Yanapah	PERSON	NNP
UlthneZ	PERSON	NNP
Apache Indian School	ORG	NNP,NNP,NNP
Asa Navajo	PERSON	NNP,NNP
San Juan	GPE	NNP,NNP
"Benjamin "" n"	PERSON	NNP,``,LS
Benally	PERSON	NNP
"Barnard "" Iv"	PERSON	NNP,``,NNP
Benally	PERSON	NNP
Walter	PERSON	NNP
"Jim """	PERSON	NNP,''
Leonard	PERSON	NNP
"Scott """	PERSON	NNP,``
"Dan "" II"	PERSON	NNP,``,NNP
Burbank	GPE	NNP
"Clifford """	PERSON	NNP,``
Burbank	GPE	NNP
11	CARDINAL	CD
Clah	ORG	NNP
"John "" n n"	PERSON	NNP,``,CC,XX
Deschene	GPE	NNP
Garfield	GPE	NNP
Diewood	PERSON	NNP
Woody	PERSON	NNP
Eske	PERSON	NNP
Byron	PERSON	NNP
Guy	PERSON	NNP
Donald	PERSON	NNP
Kbeswood	PERSON	NNP
"James "" n n"	PERSON	NNP,``,CC,XX
Everett	PERSON	NNP
"Eldon """	PERSON	NNP,``
Te	PERSON	NNP
Lansing	GPE	NNP
"Herbert "" u"	PERSON	NNP,``,XX
Myresea	PERSON	NNP
"Clyde """	PERSON	NNP,``
W W	FAC	NNP,NNP
Moffitt	PERSON	NNP
Thomae W	ORG	NNP,NNP
Dennison	ORG	NNP
"Eugene "" L a"	PERSON	NNP,``,NNP,NNP
Leonard	PERSON	NNP,SP
San Juan	GPE	NNP,NNP
San Juan	GPE	NNP,NNP
11	CARDINAL	CD
Indian	NORP	JJ
768	CARDINAL	CD
Post Office	ORG	NNP,NNP
Tribe	PERSON	NNP
State	ORG	NNP
1925	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
One	CARDINAL	CD
Farmers	ORG	NNP
Aneth	GPE	NNP
Utah	GPE	NNP
55 miles	QUANTITY	CD,NNS
Agency Headquarters	WORK_OF_ART	NNP,NNPS
Tocito	GPE	NNP
29 miles	QUANTITY	CD,NNS
Ford	ORG	NNP
Aneth	ORG	NNP
fourteen	CARDINAL	CD
one	CARDINAL	CD
32	CARDINAL	CD
Toadlena	GPE	NNP
the year	DATE	DT,NN
Indians	NORP	NNPS
this year	DATE	DT,NN
Indians	NORP	NNPS
Juan Indian School	ORG	NNP,NNP,NNP
Distributiou	PERSON	NNP
2	CARDINAL	CD
3	CARDINAL	CD
Teadl—em-«éo $_-__1.00,00	MONEY	$,$,CD
21,000.09	MONEY	CD
1925	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
fiscal year	DATE	SP,JJ,NN
Koho	PERSON	NNP
James Nave o	PERSON	NNP,NNP,NNP
Keetso	PERSON	NNP
3	CARDINAL	CD
Hubert fl	PERSON	NNP,NNP
"Harvey "" n"	PERSON	NNP,``,CC
Mikeboy	PERSON	NNP
"Richard ""h n"	PERSON	NNP,``,NN,RB
"Louis """	PERSON	NNP,``
Natonibega	PERSON	NNP
Peter	PERSON	NNP
Nataebega	PERSON	NNP
Carl	PERSON	NNP
Natoniahahlozbega,01yde W	ORG	NNP,NNP
Shoemaker	PERSON	NNP
Wallace	PERSON	NNP
Smith	PERSON	NNP
Frank	PERSON	NNP
Yazzie	PERSON	NNP
Freed	PERSON	NNP
9	CARDINAL	CD
Yazzie	ORG	NNP
"Harry "" n"	PERSON	NNP,``,CC
Yazzie	PERSON	NNP
Roy	PERSON	NNP
Denetolaw	PERSON	NNP
Theodore W	PERSON	NNP,NNP
Belonebega	PERSON	NNP
Baehabage	PERSON	NNP
Ruby	PRODUCT	NNP
Begay	PERSON	NNP
Bessie	PERSON	NNP
Begay	PERSON	NNP
Elsie	PERSON	NNP
Benai	PERSON	NNP
Bertha	PERSON	NNP
Benair	PERSON	NNP
Grace	PERSON	NNP
Curley	ORG	NNP
"Louise """	PERSON	NNP,``
Dixon	PERSON	NNP
"Jesse """	PERSON	NNP,``
Al	PERSON	NNP
Desea	PERSON	NNP
"May """	DATE	NNP,''
Frank	PERSON	NNP
Ruth	PERSON	NNP
Nospah	ORG	NNP
Hashebegay	PERSON	NNP
Hopahanteoei	PERSON	NNP
Lucy	PERSON	NNP
"Mary "" I!"	PERSON	NNP,``,PRP,.
Illthypah	GPE	NNP
Ada	GPE	NNP
Blanche	ORG	NNP
Keenapah	PERSON	NNP
"Ellen "" u"	PERSON	NNP,``,NN
Kbenapah	PERSON	NNP
Nona	PERSON	NNP
Kattie	PERSON	NNP
"Rita "" n ""
Manulito"	PERSON	NNP,``,CC,'',SP,NNP
Harriett	ORG	NNP
Mable	FAC	NNP
Mullett	PERSON	NNP
Mable	PERSON	NNP
Nakadine	PERSON	NNP
"Nellie "" l"	PERSON	NNP,``,NN
San Juan	GPE	NNP,NNP
Opal u	GPE	NNP,NNP
Beulah	PERSON	NNP
Carrie	PERSON	NNP
Kate	PERSON	NNP
6	CARDINAL	CD
San Juan	GPE	NNP,NNP
1	CARDINAL	CD
23	CARDINAL	CD
1	CARDINAL	CD
Indians	NORP	NNPS
48	CARDINAL	CD
Indians	NORP	NNPS
5	CARDINAL	CD
2	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	CD
5	CARDINAL	CD
Indian	NORP	JJ
Value of	ORG	NN,IN
Indian	NORP	JJ
_____________	MONEY	NFP
Indians	NORP	NNPS
Indians	NORP	NNPS
Unallotted Indians	NORP	NNP,NNPS
Indians	NORP	NNPS
Indians	NORP	NNPS
Unallotted Indians	NORP	NNP,NNPS
27	CARDINAL	CD
0	CARDINAL	CD
Juan Agency	PERSON	NNP,NNP
Indian	NORP	JJ
Affiairs	PERSON	NNP
Nonreservation Schools	GPE	NNP,NNP
fiscal year	DATE	JJ,NN
Theodore	PERSON	NNP
Edna Navajo Gan Juan	PERSON	NNP,NNP,NNP,NNP
"Alma "" "" """	PERSON	NNP,``,'',''
Yazzie	PERSON	NNP
Yazzie	PERSON	NNP
"Lucille "" "" ""
Yazzie"	PERSON	NNP,``,'','',SP,NNP
"Harriett "" "" ""

Sherman Institute—Riverside"	PERSON	NNP,``,'','',SP,NNP,NNP
California	GPE	NNP
Arthur	PERSON	NNP
Harry Navajo ' San '	PERSON	NNP,NNP,``,NNP,''
"Harry "" "" ' ""
Ball George"	PERSON	NNP,``,``,'','',SP,NNP,NNP
Barton	PERSON	NNP
Stewart	PERSON	NNP
Begaym Frances '	PERSON	NNP,NNP,POS
Begay	PERSON	NNP
Sam Capitan	PERSON	NNP,NNP
"Homer "" '"	PERSON	NNP,``,''
3	CARDINAL	CD
Benally	PERSON	NNP
"Edward "" "" ""
Charles"	PERSON	NNP,``,'','',SP,NNP
Richard	PERSON	NNP
Charley	PERSON	NNP
Richard	PERSON	NNP
Charley	PERSON	NNP
Schuler	PERSON	NNP
Chase	ORG	NNP
"Leonard "" "" ""
Coggeehall"	PERSON	NNP,``,'','',SP,NNP
"Harold "" "" ""
Craig"	PERSON	NNP,``,'','',SP,NNP
"Hugh """	PERSON	NNP,''
"Vincent "" "" """	PERSON	NNP,``,'',''
Dugahe	WORK_OF_ART	SP,NNP
Dugai	PERSON	NNP
"Calvin "" "" ""
Deschene"	PERSON	NNP,``,'','',SP,NNP
"Fred "" _ "" ""
Fulton"	PERSON	NNP,``,:,'',``,SP,NNP
"Robert "" "" ""
Gouldm Ghee '"	PERSON	NNP,'','',``,SP,NNP,NNP,POS
"Samuel "" "" ""
Hadethechattle"	PERSON	NNP,``,'','',SP,NNP
"George "" "" ""
Hobson"	PERSON	NNP,``,'','',SP,NNP
"Richard "" "" ""
Hoeka"	PERSON	NNP,``,'','',SP,NNP
"Julia "" "" ""
Johson"	PERSON	NNP,``,'','',SP,NNP
Jordon	PERSON	NNP
Lewis	PERSON	NNP
II II	FAC	NNP,NNP
"Gerald "" ' "" ""
mcKenzie"	PERSON	NNP,``,'','','',SP,NN
Edwin	PERSON	NNP
Manulito	PERSON	NNP
"James "" "" W"	PERSON	NNP,'',``,NNP,SP
McDonald	ORG	NNP
"William "" - "" ""
Nahtz"	PERSON	NNP,'',:,'','',SP,NNP
Frank	PERSON	NNP
Page	WORK_OF_ART	SP,NN
Dana	PERSON	NNP
Patrick	PERSON	NNP
"Amos W "" """	PERSON	NNP,NNP,'',''
Patrick	PERSON	NNP
"Clyde "" "" ""
Partick"	PERSON	NNP,``,'','',SP,NNP
Joe	PERSON	NNP
Indians	NORP	NNPS
2	CARDINAL	CD
4	CARDINAL	CD
5	CARDINAL	CD
6	CARDINAL	CD
39	DATE	CD
Indians	NORP	NNPS
Male s	WORK_OF_ART	SP,NN,NN
2	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	CD
5	CARDINAL	CD
6	CARDINAL	CD
Mentally	NORP	RB
40	CARDINAL	CD
Indians	NORP	NNPS
2	CARDINAL	CD
5	CARDINAL	CD
4	CARDINAL	CD
Indians	NORP	NNPS
2	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	CD
5	CARDINAL	CD
6	CARDINAL	CD
San Juan	GPE	NNP,NNP
39	DATE	CD
June 80	DATE	NNP,CD
Indians	NORP	NNPS
Indians	NORP	NNPS
51	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	CD
5	CARDINAL	CD
6	CARDINAL	CD
0	MONEY	NFP
200	CARDINAL	CD
99.99 - 00	PERCENT	CD,SYM,CD
Weber	PERSON	NNP
622	CARDINAL	CD
Stallions	PERSON	NNS
3.7300	CARDINAL	CD
3	CARDINAL	LS
4	CARDINAL	LS
Indians	NORP	NNPS
33	CARDINAL	CD
Indians	NORP	NNPS
Indians	NORP	NNPS
Indian	NORP	JJ
33	CARDINAL	CD
Indians	NORP	NNPS
Indians	NORP	NNPS
Indian	NORP	JJ
Totallof Nos	PERSON	NNP,NNP
33	CARDINAL	CD
Nos	PERSON	NNP
Mentally	NORP	RB
Indians	NORP	NNPS
2	CARDINAL	LS
3	CARDINAL	CD
16	CARDINAL	CD
Indian School	ORG	JJ,NNP
1	CARDINAL	CD
1	CARDINAL	LS
2	CARDINAL	LS
4	CARDINAL	LS
5	CARDINAL	CD
6	CARDINAL	CD
Authorityfor Organization	ORG	NNP,NNP
5	CARDINAL	CD
2	CARDINAL	LS
0	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	CD
1%	PERCENT	CD,NN
Nonreservation	GPE	NNP
fiscal year	DATE	JJ,NN
Navajo	NORP	NNP
Juan	NORP	NNP
"Harrison """	PERSON	NNP,``
Taylor	PERSON	NNP
Ford	ORG	NNP
"George "" u """	PERSON	NNP,``,NN,''
Taswood	ORG	NNP
"Andrew V "" u"	PERSON	NNP,NNP,'',NN
"Edward "" n"	PERSON	NNP,``,CC
John	PERSON	NNP
"Harry "" n """	PERSON	NNP,``,CC,''
Yanseh	GPE	NNP
Carl	PERSON	NNP
Yanseh	PERSON	NNP
Otto	PERSON	NNP
Wazzio	PERSON	NNP
"Henry "" u"	PERSON	NNP,``,PRP
Clark	PERSON	NNP
Sandavol	PERSON	NNP
Kbnepah	PERSON	NNP
9-5	TIME	CD,SYM,CD,SP
San Juan	GPE	NNP,NNP
4	CARDINAL	CD
Reservation	LAW	NNP,SP
21	CARDINAL	CD
Indians	NORP	NNPS
2	CARDINAL	CD
3	CARDINAL	CD
2	CARDINAL	CD
1	CARDINAL	CD
2	CARDINAL	CD
Indians	NORP	NNPS
1	CARDINAL	LS
Quantity	PERSON	NNP
.90 000.00	TIME	CD,CD
San Juan	GPE	NNP,NNP
11	CARDINAL	CD
11 1	CARDINAL	CD,CD
110015 Location	WORK_OF_ART	CD,NN
Indian	NORP	JJ
Makethis	ORG	NNP
Indians	NORP	NNPS
2	CARDINAL	CD
U. S.	PERSON	NNP,NNP,SP
Indian	NORP	JJ
Indian	NORP	JJ
San Juan Indian	GPE	NNP,NNP,NNP
8	CARDINAL	CD
91	DATE	CD
3	CARDINAL	CD
Indians	NORP	NNPS
B. M. '-______-_	PERSON	NNP,NNP,'',:
5	CARDINAL	CD
1	CARDINAL	CD
3	CARDINAL	CD
9	CARDINAL	CD
12009	DATE	CD
10	CARDINAL	CD
Juan Indian School	ORG	NNP,NNP,NNP
1	CARDINAL	CD
Reservationr	PERSON	NNP
2	CARDINAL	LS
3	CARDINAL	CD
13	CARDINAL	CD
The Camp School Unit of	ORG	DT,NNP,NNP,NNP,IN
San Juan School	ORG	NNP,NNP,NNP
the Mesa School	ORG	DT,NNP,NNP
San Juan School	ORG	NNP,NNP,NNP
late June 1925	DATE	JJ,NNP,CD
San Juan	GPE	NNP,NNP
the summer	DATE	DT,NN
Walker	PERSON	NNP
Elliott	PERSON	NNP
Elliott	PERSON	NNP
Sundays	DATE	NNPS
Shiprock	ORG	NNP
two	CARDINAL	CD
three	CARDINAL	CD
two	CARDINAL	CD
7	CARDINAL	CD
San Juan	GPE	NNP,NNP
District Farmers	ORG	NNP,NNP
one	CARDINAL	CD
Stockman	PERSON	NNP
one	CARDINAL	CD
two	CARDINAL	CD
Lilcewise	PERSON	NNP
two	CARDINAL	CD
Toadlena	GPE	NNP
forty miles	QUANTITY	CD,NNS
Shiprock	GPE	NNP
Navajo	NORP	NNP
one	CARDINAL	CD
the year	DATE	DT,NN
two	CARDINAL	CD
Yabaitsi	ORG	NNP
the winter months	DATE	DT,NN,NNS
500	MONEY	CD
two	CARDINAL	CD
the year	DATE	DT,NN
2	CARDINAL	CD
14	CARDINAL	CD
3	CARDINAL	CD
3 Acreage.-	MONEY	CD,NN
_§23—4—9—!990'00	MONEY	CD
5	CARDINAL	CD
1	CARDINAL	CD
1	CARDINAL	CD
2	CARDINAL	CD
5	CARDINAL	CD
15	QUANTITY	CD
E§Q_____ Indian School	ORG	NNP,JJ,NNP
16	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	CD
Indian	NORP	JJ
3	CARDINAL	CD
Miles	PERSON	NNP
00511 ____________________	MONEY	CD,NFP
$.___.Q_..'_ $	MONEY	$,CD,CD
--.Q.—..-—--	MONEY	CD
0061	DATE	CD
Miles	PERSON	NNP
3%	PERCENT	CD,NN
3	CARDINAL	CD
5	CARDINAL	CD
4	CARDINAL	CD
__1.QQ_-	MONEY	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
R R	FAC	NN,NN
Indian	NORP	JJ
San Juan	GPE	NNP,NNP
Toadlena	GPE	NNP
200	QUANTITY	CD
Toadlena	GPE	NNP
Missionary	PERSON	NNP
nine	CARDINAL	CD
Indian	NORP	JJ
the past year	DATE	DT,JJ,NN
Indians	NORP	NNPS
Toadlena	GPE	NNP
two	CARDINAL	CD
Indian	NORP	JJ
Shiprock	GPE	NNP
Indian	NORP	JJ
two	CARDINAL	CD
"last
year"	DATE	RB,SP,NN
sixth	ORDINAL	JJ
San Juan School	ORG	NNP,NNP,NNP
Sherman	FAC	NNP
last fall	DATE	JJ,NN
the summer months	DATE	DT,NN,NNS
Colorado	GPE	NNP
first	ORDINAL	RB
Indian	NORP	JJ
WhiCh	GPE	NNP
San Juan School	ORG	NNP,NNP,NNP
seventh	ORDINAL	JJ
Farmington	GPE	NNP
one	CARDINAL	CD
Farmington	GPE	NNP
three	CARDINAL	CD
Indians	NORP	NNPS
San Juan	GPE	NNP,NNP
San Juan School	ORG	NNP,NNP,NNP
400	CARDINAL	CD
three	CARDINAL	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
Navajos	NORP	NNP
Navajos	NORP	NNPS
the Indian Court	ORG	DT,NNP,NNP
two	CARDINAL	CD
the last day	DATE	DT,JJ,NN
two days	DATE	CD,NNS
"third
day"	DATE	JJ,SP,NN
five	CARDINAL	CD
four	CARDINAL	CD
the past year	DATE	DT,JJ,NN
the Roman Catholics	ORG	DT,JJ,NNPS
Waterflow	GPE	NNP
H. M.	PERSON	NNP,NNP
Indians	NORP	NNPS
Shiprock	GPE	NNP
the year	DATE	DT,NN
Toadlena	GPE	NNP
Farmington	GPE	NNP
Toadlena	GPE	NNP
Brink	PERSON	NNP
Toadlena	GPE	NNP
The Presbyterian Mission	ORG	DT,NNP,NNP
Shiprock	GPE	NNP
two	CARDINAL	CD
San Juan Indian	GPE	NNP,NNP,NNP
29	CARDINAL	CD
June 30	DATE	NNP,CD
3	CARDINAL	CD
30	CARDINAL	CD
Indians	NORP	NNPS
Indians	NORP	NNPS
1	CARDINAL	CD
3	CARDINAL	CD
3	CARDINAL	CD
Indians	NORP	NNPS
97	CARDINAL	CD
12	CARDINAL	CD
13	CARDINAL	CD
15	CARDINAL	CD
13	CARDINAL	CD
13	CARDINAL	CD
5 acres	QUANTITY	CD,NNS
1	CARDINAL	CD
1936	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
two	CARDINAL	CD
This past year	DATE	DT,JJ,NN
year	DATE	NN
San Juan	GPE	NNP,NNP
Mesa Schools	ORG	NNP,NNP
Last year	DATE	JJ,NN
5,000	CARDINAL	CD
500 bushels	MONEY	CD,NNS
Toadlena School	ORG	NNP,NNP
This year	DATE	DT,NN
Toadlena School	ORG	NNP,NNP
San Juan School	ORG	NNP,NNP,NNP
at least 4,000	CARDINAL	IN,JJS,CD
about'4,000 pounds	QUANTITY	JJ,NNS
This year	DATE	DT,NN
the Department of Agricul-	ORG	DT,NNP,IN,NNP
Shiprock	GPE	NNP
Shiprock	GPE	NNP
sixth	ORDINAL	JJ
San Juan Agency	GPE	NNP,NNP,NNP
101101!-	MONEY	CD
the past two years	DATE	DT,JJ,CD,NNS
the winter 1924-25	DATE	DT,NN,CD,SYM,CD
Ioadlena	NORP	NNP
Shiprock	GPE	NNP
Iar	PERSON	NNP
Indians	NORP	NNPS
the year	DATE	DT,NN
early winter	DATE	JJ,NN
Iield	GPE	NNP
Iocito	GPE	NNP
San Juan	GPE	NNP,NNP
first	ORDINAL	RB
Iumps	ORG	NNP
San Juan School	ORG	NNP,NNP,NNP
the year 1924-25	DATE	DT,NN,CD,SYM,CD
this year	DATE	DT,NN
the past two years	DATE	DT,JJ,CD,NNS
Diphtheria	GPE	NNP
two	CARDINAL	CD
three	CARDINAL	CD
San Juan	GPE	NNP,NNP
March of this year	DATE	NNP,IN,DT,NN
eight	CARDINAL	CD
Diphtheria	LOC	NNP
February	DATE	NNP
60%	PERCENT	CD,NN
$74 1:1}?Yffifi	MONEY	$,CD,CD
Section VII .-—Irrigetion	ORG	NN,NN,NN
Meridian	ORG	NNP
2	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	CD
5	CARDINAL	CD
9-299-- -_49---	TIME	CD,HYPH,CD,NN
June 30	DATE	NNP,CD
Indians	NORP	NNPS
Indians	NORP	NNPS
June 30	DATE	NNP,CD
June 30	DATE	NNP,CD
Indians	NORP	NNPS
2	CARDINAL	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
a few years	DATE	DT,JJ,NNS
14 or 16 years	DATE	CD,CC,CD,NNS
Colerado	GPE	NNP
New Mexican	GPE	NNP,NNP
three to five dollars	DATE	CD,IN,CD,NNS
English	LANGUAGE	NNP
three year's	DATE	CD,NN,POS
Navajo	NORP	NNP
the first year	DATE	DT,JJ,NN
June 30th 1924	DATE	NNP,NN,CD
Navajo	NORP	NNP
Indian School	ORG	NNP,NNP
June 30	DATE	NNP,CD
2	CARDINAL	CD
current fiscal year	DATE	JJ,JJ,NN
Amount	PERSON	NNP
Indians	NORP	NNPS
8	CARDINAL	CD
Indians	NORP	NNPS
9	CARDINAL	CD
Indians	NORP	NNPS
0	CARDINAL	CD
San Juan Agency	GPE	NNP,NNP,NNP
Eleanor D. Gregg	PERSON	NNP,NNP,NNP
Field Nurses	ORG	NNP,NNPS
Field Matrons	PERSON	NNP,NNPS
Toadlena	GPE	NNP
one	CARDINAL	CD
the year	DATE	DT,NN
1210	CARDINAL	CD
76	CARDINAL	CD
one	CARDINAL	CD
two	CARDINAL	CD
Gregg	PERSON	NNP
Toadlena School	ORG	NNP,NNP
Program	ORG	NNP
Juan	PERSON	NNP
Indian School	ORG	JJ,NNP
2	CARDINAL	LS
$ 100 $	MONEY	$,CD,HYPH,SP
1.11	CARDINAL	CD
51,059	MONEY	CD
30	CARDINAL	CD
1'	QUANTITY	CD,NN
5	CARDINAL	CD
5	CARDINAL	CD
5	CARDINAL	LS
1	CARDINAL	LS
11,1	CARDINAL	CD
3	CARDINAL	CD
7	CARDINAL	CD
1926	DATE	CD
San Juan	GPE	NNP,NNP
Navajo	NORP	NNP
about 550	CARDINAL	RB,CD
San Juan	GPE	NNP,NNP
the year	DATE	DT,NN
Two hundred and twenty	CARDINAL	CD,CD,CC,CD
Mesa	ORG	NNP
San Juan	GPE	NNP,NNP
about one hundred	CARDINAL	IN,CD,CD
San Juan School	ORG	NNP,NNP,NNP
March	DATE	NNP
Missionaries	ORG	NNS
Indians	NORP	NNPS
Indians	NORP	NNPS
about 150	CARDINAL	IN,CD
two	CARDINAL	CD
this season	DATE	DT,NN
100	CARDINAL	CD
San Juan Agency	ORG	NNP,NNP,NNP
two hundred	CARDINAL	CD,CD
the Primary Division	ORG	DT,NNP,NNP
four	CARDINAL	CD
one	CARDINAL	CD
third	ORDINAL	JJ
this year	DATE	DT,NN
each year	DATE	DT,NN
six	CARDINAL	CD
1929	DATE	CD
1	CARDINAL	CD
Indians	NORP	NNPS
	CARDINAL	SP
the pest year	DATE	DT,NN,NN
first	ORDINAL	JJ
Theodore	PERSON	NNP
Roosevelt	PERSON	NNP
"Theodore

Roosevelt"	PERSON	NNP,SP,NNP
Theodore Roosevelt	PERSON	NNP,NNP
San Juan	GPE	NNP,NNP
the TOadlens School	ORG	DT,NNP,NNP
third	ORDINAL	JJ
this year	DATE	DT,NN
The Course of Study require—	ORG	DT,NNP,IN,NNP,NNP,SP
1926	DATE	CD
San Juan Agency	ORG	NNP,NNP,NNP
Toilets	PERSON	NNS
Wednesday	DATE	NNP
monthly	DATE	JJ
1926	DATE	CD
San Juan Agency	ORG	NNP,NNP,NNP
R R	FAC	NN,NN
first	ORDINAL	JJ
1924	DATE	CD
Hogan	PERSON	NNP
90%	PERCENT	CD,NN
1	CARDINAL	CD
first	ORDINAL	RB
I'-	PERSON	NNP
Emmanuel	PERSON	NNP
1:3	CARDINAL	CD
Santa Fe	GPE	NNP,NNP
ML. July 2'7	PERSON	NNP,NNP,NNP
Indian Employment	LOC	NNP,NNP
Agency	ORG	NNP
2	CARDINAL	LS
the fiscal year 1910	DATE	DT,JJ,NN,CD
68	CARDINAL	CD
6	CARDINAL	CD
-	FAC	HYPH
-	FAC	HYPH
-	FAC	HYPH
-	FAC	HYPH
- -	FAC	:,:
2295.62	MONEY	CD
6	CARDINAL	CD
-	FAC	HYPH
-	FAC	,
- -	FAC	,,HYPH
- -	FAC	HYPH,HYPH
2478.41-	MONEY	CD
Pueblo	ORG	NNP
three days	DATE	CD,NNS
Indian	NORP	JJ
Indian	NORP	JJ
Indian	NORP	JJ
1	CARDINAL	CD
18	CARDINAL	CD
15	CARDINAL	CD
Indian	NORP	JJ
