Entity_Orth	Entity_Label	Parts_of_Speech
Agency	ORG	NNP
Indian	NORP	JJ
San Juan Agency	ORG	NNP,NNP,NNP
Navajo	ORG	NNP
Havajos	PERSON	NNP
75,000.00	MONEY	CD
Fifty	CARDINAL	CD
four	CARDINAL	CD
Farmington	GPE	NNP
Ho	PERSON	NNP
17	CARDINAL	CD
20 inch	QUANTITY	CD,NN
four inch	QUANTITY	CD,NN
L A	GPE	NNP,NNP
3	CARDINAL	CD
twelve	CARDINAL	CD
twelve	CARDINAL	CD
San Juan	GPE	NNP,NNP
Indians	NORP	NNPS
5	CARDINAL	CD
1926	DATE	CD
San Juan Agency	ORG	NNP,NNP,NNP
Indians	NORP	NNPS
last year	DATE	JJ,NN
the summer	DATE	DT,NN
two	CARDINAL	CD
two	CARDINAL	CD
one	CARDINAL	CD
San Juan	GPE	NNP,NNP
Toadlena	GPE	NNP
February	DATE	NNP
March	DATE	NNP
this past season	DATE	DT,JJ,NN
some 50,000 feet	QUANTITY	DT,CD,NNS
early winter	DATE	JJ,NN
Indians	NORP	NNPS
twenty dollars	MONEY	CD,NNS
for~some years	DATE	CD,NNS
Indians	NORP	NNPS
Indians	NORP	NNPS
this year	DATE	DT,NN
Colo.and	GPE	NNP
Cortez	GPE	NNP
Shiprockuto	GPE	NNP
Gallup	ORG	NNP
Shiprock	GPE	NNP
20 miles	QUANTITY	CD,NNS
San Juan	GPE	NNP,NNP
San Juan	GPE	NNP,NNP
50,000 feet	QUANTITY	CD,NNS
two	CARDINAL	CD
Toadlena	GPE	NNP
20,000 feet	QUANTITY	CD,NNS
Shiprock	GPE	NNP
60,000 feet	QUANTITY	CD,NNS
15,000	CARDINAL	CD
50,000	CARDINAL	CD
San Juan	GPE	NNP,NNP
Navajo	NORP	NNP
Santa Fe	ORG	NNP,NNP
July 27, 1910	DATE	NNP,CD,,,CD
Santa Fe	ORG	NNP,NNP
7000	CARDINAL	CD
7 degrees'below zero	DATE	CD,JJ,CD
Tao's	ORG	NNP,POS
Picuris	GPE	NNP
Santa Fe	ORG	NNP,NNP
San Juan	GPE	NNP,NNP
Nembe	GPE	NNP
San Ildefonso	GPE	NNP,NNP
Tesuque	GPE	NNP
Santo Domingo	PERSON	NNP,NNP
two	CARDINAL	CD
Juan Indian School	ORG	NNP,NNP,NNP
5	CARDINAL	CD
Indian	NORP	JJ
9119	DATE	CD
6	CARDINAL	CD
9	CARDINAL	CD
7	DATE	CD
	CARDINAL	SP
Indian	NORP	NNP
the current fiscal	DATE	DT,JJ,JJ
'	DATE	SP,''
9	CARDINAL	CD
Indian	NORP	JJ
Indian	NORP	JJ
9	CARDINAL	CD
3	CARDINAL	LS
1	CARDINAL	CD
1	CARDINAL	CD
Han	NORP	NNP
Indian School	ORG	NNP,NNP
1	CARDINAL	CD
Indians	NORP	NNPS
0	CARDINAL	CD
Indians	PERSON	SP,NNPS
19	CARDINAL	CD
Indians	NORP	NNPS
Indians	NORP	NNPS
20	CARDINAL	CD
Indians	NORP	NNPS
27	CARDINAL	CD
28	CARDINAL	CD
3	CARDINAL	CD
0	CARDINAL	CD
54.1	CARDINAL	CD
9	CARDINAL	CD
543	CARDINAL	CD
4/30	CARDINAL	CD
3.11	CARDINAL	CD
July 27	DATE	NNP,CD
Indian	NORP	JJ
Pueblos	ORG	NNP
two	CARDINAL	CD
Indians	NORP	NNPS
one	CARDINAL	CD
Jemez	GPE	NNP
Cochiti	ORG	NNP
two	CARDINAL	CD
Indians	NORP	NNPS
500	MONEY	CD
two	CARDINAL	CD
Indians	NORP	NNPS
one	CARDINAL	CD
1950	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
Navajo	NORP	NNP
the past three years	DATE	DT,JJ,CD,NNS
early winter	DATE	JJ,NN
1100 to	CARDINAL	CD,IN
Navajos	ORG	NNPS
to—day	DATE	NN
75%	PERCENT	CD,NN
Rambouillet	PERSON	NNP
"58
pounds"	QUANTITY	CD,SP,NNS
one	CARDINAL	CD
68 pounds	QUANTITY	CD,NNS
this spring	DATE	DT,NN
one	CARDINAL	CD
Hereford	GPE	NNP
several thousand	CARDINAL	JJ,CD
Indians	NORP	NNPS
Havajos	PERSON	NNP
758	CARDINAL	CD
STATISTICAL	ORG	NNP
San Juan '	GPE	NNP,NNP,POS
Indian School	ORG	JJ,NNP
88	CARDINAL	CD
June Emma-1:149:11	PERSON	NNP,NNP
fiscal year	DATE	JJ,NN
United States	GPE	NNP,NNP
a A	LOC	DT,DT
0 $ 0	MONEY	CD,$,CD
400	CARDINAL	CD
89.00	CARDINAL	CD
1593.90	CARDINAL	CD
15.25	CARDINAL	CD
18	CARDINAL	CD
40	QUANTITY	CD,SP
Juan Indian School	ORG	NNP,NNP,NNP
1	CARDINAL	CD
30,-	CARDINAL	CD
1.2	CARDINAL	CD
4	CARDINAL	LS
1	CARDINAL	CD
000	CARDINAL	CD
June 30	DATE	NNP,CD
"fiscal

year"	DATE	JJ,SP,NN
5	CARDINAL	CD
Allottetl	NORP	NNP
___________	MONEY	NFP
Unallotteé	PERSON	NNP
r-74r-500'OO	MONEY	CD
53	CARDINAL	CD
5	CARDINAL	CD
4	CARDINAL	CD
130%	PERCENT	CD,NN
4	CARDINAL	CD
3	CARDINAL	CD
3	CARDINAL	LS
1	CARDINAL	CD
2	CARDINAL	CD
3	CARDINAL	CD
Miles	PERSON	NNP
994.33	CARDINAL	CD
Indian School	ORG	JJ,NNP
"T'——""""""—'——g

Damage"	WORK_OF_ART	XX,SP,NN
5	CARDINAL	CD
3	CARDINAL	CD
1	CARDINAL	CD
9	CARDINAL	CD
51	DATE	CD
4	CARDINAL	CD
0 MGM-1%	PERCENT	CD,CD,NN
43%	PERCENT	CD,NN
July 27	DATE	NNP,CD
19	CARDINAL	CD
Indians	NORP	NNPS
4	CARDINAL	CD
Indiana	GPE	NNP
M.	PERSON	NNP
Maw-gm	PERSON	NNP,HYPH,NNP
4	CARDINAL	CD
331143331	CARDINAL	CD
5	CARDINAL	CD
(Board	ORG	SP,-LRB-,NNP
-flQQQeflQ	MONEY	CD
7	CARDINAL	CD
one year	DATE	CD,NN
8	CARDINAL	CD
the current fiscal year	DATE	DT,JJ,JJ,NN
4)	TIME	CD,-RRB-
Indians—-—	CARDINAL	CD
San Juan	GPE	NNP,NNP
Indians	NORP	NNPS
Indians	NORP	NNPS
Indian	NORP	JJ
Indians	NORP	NNPS
Indians	NORP	NNPS
Federal juris—	ORG	NNP,NNP
1	CARDINAL	CD
June 30	DATE	NNP,CD
fiscal year	DATE	JJ,NN
Indians	NORP	NNPS
Indians	NORP	NNPS
San Juan Agency	GPE	NNP,NNP,NNP
Indian	NORP	JJ
Indians	NORP	NNPS
one	CARDINAL	CD
Indian	NORP	JJ
Medicine	GPE	NNP
the East Farm	GPE	DT,NNP,NNP
Laguna	GPE	NNP
Toadlena School	ORG	NNP,NNP
James D. Kennedy	PERSON	NNP,NNP,NNP
about 50 to a half	CARDINAL	IN,CD,TO,DT,NN
Wigglesworth	PERSON	NNP
Wigglesworth	PERSON	NNP
The San Juan Hospital	ORG	DT,NNP,NNP,NNP
San Juan	GPE	NNP,NNP
Indian School	ORG	JJ,NNP
3	CARDINAL	CD
Indians	NORP	NNPS
2	CARDINAL	CD
____Q	MONEY	CD
_;Q__..f	MONEY	CD
0	CARDINAL	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
R R	FAC	NN,NN
The San Juan	ORG	DT,NNP,NNP
five	CARDINAL	CD
Navajo	NORP	NNP
three	CARDINAL	CD
New Mexico	GPE	NNP,NNP
Utah	GPE	NNP
approximately loo miles	QUANTITY	RB,FW,NNS
150 miles	QUANTITY	CD,NNS
one	CARDINAL	CD
approximately 80 miles	QUANTITY	RB,CD,NNS
80 miles	QUANTITY	CD,NNS
Indians	NORP	NNPS
Shiprock	GPE	NNP
N. M.,	PERSON	NNP,NNP,,
San Juan School	ORG	NNP,NNP,NNP
Camp	ORG	NNP
Juan Hospital	PERSON	NNP,NNP
two	CARDINAL	CD
30st Office	ORG	NN,NN
100 miles	QUANTITY	CD,NNS
Gallup	GPE	NNP
N. M.	PERSON	NNP,NNP
Federal Aid Highway	ORG	NNP,NNP,NNP
52 miles	QUANTITY	CD,NNS
Farmington	GPE	NNP
N. M. from	PERSON	NNP,NNP,IN
State Highway	ORG	SP,NNP,NNP
Gallup	ORG	NNP
S. F. Ry..	PERSON	NNP,NNP,NNP,NFP
Farmington	GPE	NNP
Shiprock	ORG	NNP
Farmington	GPE	NNP
Bell	PERSON	NNP
Sunday	DATE	NNP
Shiprock	GPE	NNP
the Old Hospital	ORG	DT,NNP,NNP
second	ORDINAL	JJ
.~	PERSON	NNP
7	CARDINAL	CD
1212	DATE	CD
5	CARDINAL	LS
3	CARDINAL	LS
San Juan	GPE	NNP,NNP
19 2	PERCENT	CD,CD
Indians	NORP	NNPS
W00	MONEY	CD
soiooo.oo	MONEY	CD
4	MONEY	CD
___..______	MONEY	-RRB-
205	MONEY	CD
552000.00	MONEY	CD
1	MONEY	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
1925	DATE	CD
March	DATE	NNP
a few days	DATE	DT,JJ,NNS
daily	DATE	JJ
only a few years	DATE	RB,DT,JJ,NNS
1925	DATE	CD
the same year	DATE	DT,JJ,NN
1925-24 and this	TIME	CD,SYM,CD,CC,DT
1925	DATE	CD
the winter months	DATE	DT,NN,NNS
Iiogback	NORP	NNP
Juan Indian School	ORG	NNP,NNP,NNP
San Juan Reservation	GPE	NNP,NNP,NNP
1	CARDINAL	CD
6	CARDINAL	CD
18 years	DATE	CD,NNS
3	CARDINAL	CD
3	CARDINAL	CD
49.1.-	CARDINAL	CD
2	CARDINAL	CD
3	CARDINAL	CD
3	CARDINAL	LS
2	CARDINAL	CD
3	CARDINAL	CD
4	CARDINAL	LS
Indians	NORP	NNPS
Indians	NORP	NNPS
San Juan Agency	GPE	NNP,NNP,NNP
San Juan School	ORG	NNP,NNP,NNP
the Shiprock Schools	ORG	DT,NNP,NNP
San Juan'River	GPE	NNP,NNP
San Juan School	ORG	NNP,NNP,NNP
two	CARDINAL	CD
Indians	NORP	NNPS
the Health Program	ORG	DT,NNP,NNP
Toadlena	GPE	NNP
San Juan	GPE	NNP,NNP
Navajos	NORP	NNP
650	CARDINAL	CD
two	CARDINAL	CD
Government	ORG	NNP
Missionaries	ORG	NNPS
Dan	PERSON	NNP
Indian	NORP	JJ
the year	DATE	DT,NN
1.3	CARDINAL	CD
past year	DATE	JJ,NN
	CARDINAL	SP
Indian	NORP	NNP
"the current fiscal
year ending June 30"	DATE	DT,JJ,JJ,SP,NN,VBG,NNP,CD
9	CARDINAL	CD
Indian	NORP	JJ
10	CARDINAL	CD
Indian	NORP	JJ
1	CARDINAL	LS
9	CARDINAL	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
H. J. Hagerman	PERSON	NNP,NNP,NNP
Toadlena	GPE	NNP
April	PERSON	NNP
first	ORDINAL	JJ
this year	DATE	DT,NN
about $1000	MONEY	IN,$,CD
Toadlena School	ORG	NNP,NNP
Indian	NORP	JJ
Fort Defiance	GPE	NNP,NNP
Phoenix	GPE	NNP
A. M. Wiggles-	PERSON	NNP,NNP,NNP
Toadlena	GPE	NNP
July	DATE	NNP
August	DATE	NNP
September	DATE	NNP
Red Rocks	ORG	NNP,NNPS
Aneth	PERSON	NNP
September	DATE	NNP
1924	DATE	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
one	CARDINAL	CD
two	CARDINAL	CD
two	CARDINAL	CD
"Home
Training"	ORG	NNP,SP,NNP
Domestic Science	ORG	SP,JJ,NN
four days	DATE	CD,NNS
thirty minutes	TIME	CD,NNS
is is	FAC	VBZ,VBZ
eighteen years old	DATE	CD,NNS,JJ
Physician	NORP	NNP
J1eed Matron	PERSON	NNP,NNP
last summer	DATE	JJ,NN
150	CARDINAL	CD
200	CARDINAL	CD
26	CARDINAL	CD
33	CARDINAL	CD
11	CARDINAL	CD
Indian	NORP	JJ
Number Number	FAC	NN,NN
Indians	NORP	NNPS
2	CARDINAL	CD
U. S.	PERSON	NNP,NNP,SP
Indian	NORP	JJ
Indian	NORP	JJ
San Juan Agency	GPE	NNP,NNP,NNP
WATRI.	ORG	NNP
First	ORDINAL	JJ
weeks	DATE	NNS
one	CARDINAL	CD
Indians	NORP	NNPS
1924	DATE	CD
1925	DATE	CD
H. F. Robinson	PERSON	SP,NNP,NNP,NNP
annually	DATE	RB
San Juan	GPE	NNP,NNP
	PERSON	SP
Robinson	PERSON	NNP
Indians	NORP	NNPS
Two	CARDINAL	CD
First	ORDINAL	JJ
Hogan	PERSON	NNP
Hogan	PERSON	NNP
San Juan Agency	ORG	NNP,NNP,NNP
year or two	DATE	NN,CC,CD
17	CARDINAL	CD
Navajo	NORP	JJ
1400 feet	QUANTITY	CD,NNS
about 700 feet	QUANTITY	RB,CD,NNS
27,000.00	MONEY	CD
Rattlesanke	PRODUCT	NNP
eight miles	QUANTITY	CD,NNS
Shiprock	GPE	NNP
One	CARDINAL	CD
Shiprock	ORG	NNP
San Juan School	ORG	NNP,NNP,NNP
1924	DATE	CD
1925	DATE	CD
third	ORDINAL	JJ
San Juan School	ORG	NNP,NNP,NNP
San Juan	GPE	NNP,NNP
1925	DATE	CD
Shiprock	FAC	NNP
1000	CARDINAL	CD
"this
year's"	DATE	DT,SP,NN,POS
last year	DATE	JJ,NN
Last fall	DATE	JJ,VB
this fall	DATE	DT,NN
Toadlena School	ORG	NNP,NNP
"last
year"	DATE	JJ,SP,NN
Two hundred and fifty	CARDINAL	CD,CD,CC,CD
this past spring	DATE	DT,JJ,NN
Indians	NORP	NNPS
Four thousand pounds	QUANTITY	CD,CD,NNS
Indians	NORP	NNPS
	GPE	SP
1925	DATE	CD
Agent	ORG	NNP
Indians	NORP	NNPS
early spring months	DATE	JJ,NN,NNS
Indians	NORP	NNPS
San Juan Agency	GPE	NNP,NNP,NNP
"W. H.
Hashbarger"	PERSON	NNP,NNP,SP,NNP
Toadlena School	ORG	NNP,NNP
the past six years	DATE	DT,JJ,CD,NNS
Indian	NORP	JJ
Super-	ORG	NNP
Field Nurses	ORG	NNP,NNPS
One	CARDINAL	CD
H- J. Hagerman	PERSON	NNP,NNP,NNP
Tribe	PERSON	NNP
in in	LOC	RB,IN
late April	DATE	JJ,NNP
Toadlena	GPE	NNP
four	CARDINAL	CD
the United States	GPE	DT,NNP,NNP
1	CARDINAL	CD
100-	MONEY	CD
.1 _________	MONEY	CD,$
ZLsQQDLOO	MONEY	CD
686.52	MONEY	CD,SP
0	CARDINAL	CD
7	CARDINAL	CD
1	CARDINAL	CD
Y'wlix's'v'lsx	CARDINAL	NNP
7	CARDINAL	CD
Santa Fe School	ORG	NNP,NNP,NNP
San Juan Agency	ORG	NNP,NNP,NNP
three	CARDINAL	CD
four	CARDINAL	CD
five year old	DATE	CD,NN,JJ
an occasional quarter	DATE	DT,JJ,NN
the World War	EVENT	DT,NNP,NNP
the past few months	DATE	DT,JJ,JJ,NNS
The year	DATE	DT,NN
Juan School	ORG	NNP,NNP
Two	CARDINAL	CD
years	DATE	NNS
this year	DATE	DT,NN
Last fall	DATE	JJ,NN
at least one	CARDINAL	IN,JJS,CD
Two	CARDINAL	CD
two	CARDINAL	CD
years	DATE	NNS
This year	DATE	DT,NN
about one	CARDINAL	RB,CD
second	ORDINAL	JJ
last year	DATE	JJ,NN
the past 10 or 12 years	DATE	DT,NN,CD,CC,CD,NNS
100	CARDINAL	CD
50	CARDINAL	CD
50	CARDINAL	CD
2	CARDINAL	CD
1	CARDINAL	CD
1-1/2	DATE	CD,SYM,CD
1.33.9	CARDINAL	CD
Pueblos	LOC	NNP
Pueblos	ORG	NNP
Mexican	NORP	JJ
12	CARDINAL	CD
-	FAC	HYPH
- -	FAC	,,HYPH
-	FAC	HYPH
- -	FAC	,,:
- -	FAC	,,HYPH
one	CARDINAL	CD
one	CARDINAL	CD
Indian	NORP	JJ
fifty	CARDINAL	CD
Indian	NORP	JJ
Indians	NORP	NNPS
Indian	NORP	JJ
Pueblos	ORG	NNP
Ilhich	GPE	NNP
Pueblo	ORG	NNP
Pueblo	ORG	NNP
San Juan Agency	ORG	NNP,NNP,NNP
75%	PERCENT	CD,NN
one	CARDINAL	CD
Rambouillet	ORG	NNP
58 pounds	QUANTITY	CD,NNS
many years	DATE	JJ,NNS
few thousand	MONEY	SP,JJ,CD
1925	DATE	CD
"the Bureau of
Animal Industry"	ORG	DT,NNP,IN,SP,NNP,NNP
second	ORDINAL	JJ
Black Leaf	LOC	NNP,NNP
40	DATE	CD
Last fall	DATE	JJ,NN
first	ORDINAL	JJ
early summer	DATE	JJ,NN
1	CARDINAL	CD
"H. E.
Pine"	PERSON	NNP,NNP,SP,NNP
B. h. I.	ORG	NNP,NNP,NN
Albuquerque	GPE	NNP
three	CARDINAL	CD
B. A.	GPE	NNP,NNP
this year	DATE	DT,NN
OLEAN	ORG	NNP
Sophus Jensen	PERSON	NNP,NNP
Agency Stockman	PERSON	NNP,NNP
768	CARDINAL	CD
Sgn 1301a	DATE	NNP,CD
Indians	NORP	NNPS
-4	MONEY	CD
4+§Q44QQQ-00	MONEY	CD
410133	MONEY	CD
11.3ggjgogmo	MONEY	CD
1926	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
the summer months	DATE	DT,NN,NNS
twelve months of the year	DATE	CD,NNS,IN,DT,NN
two	CARDINAL	CD
12 million gallons	QUANTITY	CD,CD,NNS
Hogback	PRODUCT	NNP
winter months	DATE	SP,NN,NNS
first	ORDINAL	RB
about July first 1925	DATE	IN,NNP,JJ,CD
September 18th	DATE	NNP,NN
about one	CARDINAL	RB,CD
December'first	ORG	NNP
SURFACE	ORG	NNP
the spring of 1926	DATE	DT,NN,IN,CD
Indian	NORP	JJ
-	FAC	HYPH
-	FAC	,
- -	FAC	,,,
-	FAC	HYPH
-	FAC	,
- -	FAC	,,,
5	CARDINAL	CD
3	DATE	CD
-	FAC	HYPH
- -	FAC	:,:
3	CARDINAL	CD
- -	FAC	:,:
-	FAC	HYPH
- -	FAC	:,:
7732.50	MONEY	CD
1926	DATE	CD
Sen Juen Agency	ORG	NNP,NNP,NNP
150	CARDINAL	CD
50	CARDINAL	CD
H. Burke School	ORG	NNP,NNP,NNP
this year	DATE	DT,NN
100	CARDINAL	CD
Phoenix	GPE	NNP
daily	DATE	JJ
220	CARDINAL	CD
5	CARDINAL	CD
16	DATE	CD
one	CARDINAL	CD
English	LANGUAGE	NNP
one	CARDINAL	CD
English	LANGUAGE	NNP
One	CARDINAL	CD
One	CARDINAL	CD
"half
hour"	TIME	NN,SP,NN
three mornings	TIME	CD,NNS
one hour	TIME	CD,NN
Tuesday	DATE	NNP
Indian	NORP	NNP
2	CARDINAL	CD
3	CARDINAL	CD
Southern Ute	PERSON	NNP,NNP
Mission Schools :	WORK_OF_ART	SP,NNP,NNPS,:
1	CARDINAL	CD
Totél	PERSON	NNP
Annuel Report	PERSON	NNP,NNP
San Juen Agency	ORG	NNP,NNP,NNP
December	DATE	NNP
about 50%	PERCENT	IN,CD,NN
the early summer	DATE	DT,JJ,NN
1925	DATE	CD
50%	PERCENT	CD,NN
4:50 A.	MONEY	CD,NNP
three quarters	DATE	CD,NNS
San Juen	GPE	NNP,NNP
the winter 1925-26	DATE	DT,NN,CD,SYM,CD
the worst year	DATE	DT,JJS,NN
1925	DATE	CD
September 18th	DATE	NNP,NN
Hogback	GPE	NNP
December	DATE	NNP
January	DATE	NNP
October	DATE	NNP
Bevember	PERSON	NNP
December first	DATE	NNP,RB
winter	DATE	NN
453	CARDINAL	CD
C. J. Crandall	PERSON	NNP,NNP,NNP
Santa Fe Indian School	ORG	NNP,NNP,NNP,NNP
Santa Fe	GPE	NNP,NNP
New Mexico	GPE	NNP,NNP
"the past fiscal

year"	DATE	DT,JJ,JJ,SP,NN
three years ago	DATE	CD,NNS,RB
three	CARDINAL	CD
two	CARDINAL	CD
40	CARDINAL	CD
Wigglesworth	PERSON	NNP
Kennedy	PERSON	NNP
210	CARDINAL	CD
"this
year"	DATE	DT,SP,NN
50	CARDINAL	CD
this year	DATE	DT,NN
this year	DATE	DT,NN
Indians	NORP	NNPS
County	GPE	NNP
Indians	NORP	NNPS
the Intertribal Indian Ceremonial	ORG	DT,NNP,NNP,NNP
San Juan Agency	ORG	NNP,NNP,NNP
Shiprock	GPE	NNP
Tocito	GPE	NNP
N. M.	PERSON	NNP,NNP
29 miles	QUANTITY	CD,NNS
Shiprock	GPE	NNP
Ford	ORG	NNP
Aneth	ORG	NNP
four	CARDINAL	CD
year	DATE	SP,NN
Stockman	PERSON	NNP
Jensen	PERSON	NNP
the past three years	DATE	DT,JJ,CD,NNS
Jensen	PERSON	NNP
Indians	NORP	NNPS
the Bureau	ORG	DT,NNP
Navajos	NORP	NNPS
San Juan Navajo	GPE	NNP,NNP,NNP
10,000	CARDINAL	CD
the spring	DATE	DT,NN
July	DATE	NNP
July	DATE	NNP
3 9'	DATE	CD,CD,''
San Juan Agemcy	GPE	NNP,NNP,NNP
Gallup	FAC	NNP
San Juan Agency	ORG	NNP,NNP,NNP
3	CARDINAL	CD
R R	FAC	NNP,NNP
90%	PERCENT	CD,NN
Public Domain	ORG	NNP,NNP
2	CARDINAL	LS
San Juan	GPE	NNP,NNP
24	CARDINAL	CD
about	CARDINAL	IN,SP
200	CARDINAL	CD
Mesa	ORG	NNP
San Juan School	ORG	NNP,NNP,NNP
the same day	DATE	DT,JJ,NN
Missouri	GPE	NNP
this spring	DATE	DT,NN
6mm	CARDINAL	NN
Norway	GPE	NNP
about 50 acres	QUANTITY	RB,CD,NNS
Last year	DATE	JJ,NN
Toadlena	GPE	NNP
50,000	CARDINAL	CD
This year	DATE	DT,NN
Shipreck	GPE	NNP
San Juan School	ORG	NNP,NNP,NNP
Ship-	FAC	NNP
this year	DATE	DT,NN
one	CARDINAL	CD
next year	DATE	JJ,NN
Toadlena	GPE	NNP
last year	DATE	JJ,NN
1926	DATE	CD
San Juan Agency	ORG	NNP,NNP,NNP
R R	FAC	NN,NN
Mission	ORG	NNP
Individual Indian Moneys	ORG	NNP,JJ,NNP
Indians	NORP	NNPS
San Juan Agency	GPE	NNP,NNP,NNP
fourteen	CARDINAL	CD
one	CARDINAL	CD
Navajo	NORP	NNP
J~ndians	NORP	NNPS
the Oil Companies	ORG	DT,NNP,NNS
Indians	NORP	NNPS
Shiprock	GPE	NNP
Havajos	ORG	NNP
Indians	NORP	NNPS
Mesa Verde	ORG	NNP,NNP
Last year	DATE	JJ,NN
one	CARDINAL	CD
San Juan School	ORG	NNP,NNP,NNP
2.00	MONEY	CD
eight hours	TIME	CD,NNS
15	CARDINAL	CD
a week	DATE	DT,NN
A few years ago	DATE	DT,JJ,NNS,RB
Farmington	GPE	NNP
150,000 pounds	QUANTITY	CD,NNS
four inch	QUANTITY	CD,NN
"four
hours"	TIME	CD,SP,NNS
10,000	CARDINAL	CD
14,000 pounds	QUANTITY	CD,NNS
San Juan Agency	GPE	NNP,NNP,NNP
H. E. Pine	PERSON	NNP,NNP,NNP
One	CARDINAL	CD
the year	DATE	DT,NN
Bistai	GPE	NNP
the Agency Stockman	ORG	DT,NNP,NNP
Indians	NORP	NNPS
Indians	NORP	NNPS
Bistai	PERSON	NNP
1925—26	FAC	NNP
March	DATE	NNP
April	DATE	NNP
several weeks	DATE	JJ,NNS
seVerel years	DATE	NN,NNS
several hundred	CARDINAL	JJ,CD
one	CARDINAL	CD
Holsteins	PERSON	NNP
the year	DATE	DT,NN
Mesa	ORG	NNP
the year	DATE	DT,NN
Holstein	PERSON	NNP
Indian School	ORG	NNP,NNP
1924	DATE	CD
Holstein	PERSON	NNP
Colorado Springs	GPE	NNP,NNP
2	CARDINAL	CD
Santa re	GPE	NNP,NNP
July 27, 1919	DATE	NNP,CD,,,CD
35	CARDINAL	CD
5	MONEY	CD
Indian	NORP	JJ
New Mexico	GPE	NNP,NNP
Indian	NORP	JJ
New Mexico	GPE	NNP,NNP
Indian	NORP	JJ
Day	ORG	NN
Indian	NORP	JJ
One	CARDINAL	CD
1	CARDINAL	CD
Juan	PERSON	NNP,SP
DEA	ORG	NNP
Li	PERSON	NNP
half	CARDINAL	NN
half	CARDINAL	NN
5500	CARDINAL	CD
4	CARDINAL	CD
3	CARDINAL	CD
%	PERCENT	SP,NN
2	CARDINAL	CD
1930	DATE	CD
San Juan Agency	GPE	NNP,NNP,NNP
Holstein	PERSON	NNP
Jicarilla Indian School	ORG	NNP,NNP,NNP
Dulce	GPE	NNP
N. H.	PERSON	NNP,NNP
Holstein	PERSON	NNP
Toggenburg	GPE	NNP
the Toedlena School	ORG	DT,NNP,NNP
1925	DATE	CD
two	CARDINAL	CD
one	CARDINAL	CD
40	CARDINAL	CD
Last fall	DATE	JJ,VB
Wisconsin	GPE	NNP
Ship~	ORG	NNP
"6X""80t6d"	CARDINAL	CD
this past year	DATE	DT,JJ,NN
1925	DATE	CD
400,000 pounds	QUANTITY	CD,NNS
season	DATE	NN
10¢ to 17¢ per pound	TIME	CD,IN,CD,IN,NN
50,000.00	MONEY	CD
- -	FAC	:,:
Indians	NORP	NNPS
the Oil Companies	ORG	DT,NNP,NNS
Shiprock	GPE	NNP
over $75,000.00	MONEY	IN,$,CD
Navajo for	ORG	NNP,IN
500,000.00	MONEY	CD
two	CARDINAL	CD
District Farmers	ORG	NNP,NNP
one	CARDINAL	CD
Stockmsn	NORP	NNP
One	CARDINAL	CD
Farmers	ORG	NNP
Aneth	GPE	NNP
6	CARDINAL	CD
130191va	MONEY	JJ
7	CARDINAL	CD
Winemingthg	GPE	NNP
Indians	NORP	NNPS
Indian	NORP	JJ
Pueblos	ORG	NNP
Pueblos	NORP	NNP
Pueblos	NORP	NNPS
	GPE	SP
two	CARDINAL	CD
four	CARDINAL	CD
two	CARDINAL	CD
Indians	NORP	NNPS
